status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,class
A11,24.0,A32,A40,1207.0,A61,A72,4.0,A92,A101,4.0,A122,24.0,A143,A151,1.0,A173,1.0,A191,2.0
A12,18.0,A34,A43,3567.0,A61,A75,2.0,A93,A101,4.0,A122,47.0,A143,A152,1.0,A172,2.0,A191,1.0
A14,36.0,A34,A40,3535.0,A61,A74,4.0,A93,A101,2.0,A123,37.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,6.0,A34,A40,1343.0,A61,A75,1.0,A93,A101,4.0,A121,46.0,A143,A152,3.0,A173,2.0,A192,1.0
A12,11.0,A33,A43,4771.0,A61,A73,2.0,A93,A101,4.0,A122,51.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,9.0,A32,A40,250.0,A61,A75,2.0,A93,A101,4.0,A123,51.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,24.0,A33,A43,5152.0,A61,A72,4.0,A93,A101,2.0,A123,24.0,A142,A152,2.0,A173,1.0,A191,1.0
A11,18.0,A32,A42,2169.0,A61,A73,4.0,A94,A101,2.0,A122,28.0,A143,A151,1.0,A173,1.0,A192,2.0
A12,9.0,A32,A43,1206.0,A61,A75,4.0,A92,A101,4.0,A121,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,12.0,A31,A43,2149.0,A61,A73,4.0,A91,A101,1.0,A124,29.0,A143,A153,1.0,A173,1.0,A191,2.0
A11,30.0,A34,A42,3622.0,A64,A75,4.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1.0,A192,1.0
A12,18.0,A32,A40,5866.0,A62,A72,2.0,A94,A101,2.0,A123,30.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,24.0,A32,A40,3349.0,A61,A72,4.0,A92,A101,4.0,A123,30.0,A143,A152,1.0,A173,1.0,A192,2.0
A11,14.0,A32,A40,8978.0,A61,A74,1.0,A91,A101,4.0,A122,45.0,A143,A152,1.0,A172,1.0,A191,2.0
A11,21.0,A34,A40,1795.0,A61,A75,3.0,A92,A103,4.0,A121,48.0,A141,A151,2.0,A172,1.0,A192,1.0
A12,12.0,A32,A43,1484.0,A65,A73,4.0,A92,A101,1.0,A121,25.0,A143,A152,1.0,A173,1.0,A192,2.0
A14,36.0,A32,A41,4686.0,A61,A73,2.0,A93,A101,2.0,A124,32.0,A143,A153,1.0,A174,1.0,A192,1.0
A14,12.0,A34,A46,3565.0,A65,A72,2.0,A93,A101,1.0,A122,37.0,A143,A152,2.0,A174,2.0,A192,1.0
A11,18.0,A31,A40,1343.0,A61,A75,2.0,A93,A101,4.0,A124,43.0,A141,A153,2.0,A173,1.0,A191,2.0
A14,36.0,A32,A43,3835.0,A65,A75,2.0,A91,A101,4.0,A121,45.0,A143,A152,1.0,A172,1.0,A192,1.0
A14,21.0,A32,A43,3160.0,A65,A75,4.0,A93,A101,4.0,A122,41.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,36.0,A32,A46,12887.0,A65,A73,4.0,A93,A101,4.0,A124,39.0,A143,A153,1.0,A173,1.0,A192,2.0
A12,12.0,A34,A40,3124.0,A61,A72,1.0,A93,A103,4.0,A121,49.0,A141,A152,2.0,A172,2.0,A191,1.0
A13,12.0,A32,A43,1445.0,A65,A74,2.0,A94,A101,4.0,A123,49.0,A142,A152,1.0,A172,1.0,A191,1.0
A14,15.0,A32,A42,2186.0,A65,A74,1.0,A92,A101,4.0,A122,33.0,A141,A151,1.0,A172,1.0,A191,1.0
A11,18.0,A32,A43,1282.0,A61,A73,4.0,A92,A101,4.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,12.0,A32,A43,1158.0,A61,A75,4.0,A93,A101,3.0,A121,39.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,12.0,A33,A45,1555.0,A64,A75,4.0,A93,A101,4.0,A124,55.0,A143,A153,2.0,A173,2.0,A191,2.0
A11,18.0,A32,A42,3622.0,A64,A75,3.0,A92,A101,4.0,A122,57.0,A143,A151,2.0,A173,1.0,A192,1.0
A11,24.0,A34,A43,1231.0,A64,A75,4.0,A92,A101,4.0,A123,57.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,18.0,A32,A43,2662.0,A65,A74,4.0,A93,A101,3.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,18.0,A30,A49,3104.0,A61,A74,3.0,A93,A101,1.0,A123,31.0,A141,A152,1.0,A173,1.0,A192,1.0
A11,6.0,A34,A40,2799.0,A61,A73,2.0,A93,A101,2.0,A123,36.0,A143,A152,2.0,A173,2.0,A191,1.0
A14,24.0,A34,A40,1391.0,A61,A75,4.0,A93,A101,4.0,A121,35.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,24.0,A33,A49,8648.0,A61,A72,2.0,A93,A101,2.0,A123,27.0,A141,A152,2.0,A173,1.0,A192,2.0
A12,10.0,A32,A40,7308.0,A65,A73,2.0,A92,A101,4.0,A122,70.0,A141,A152,1.0,A172,1.0,A191,1.0
A11,16.0,A32,A42,2622.0,A61,A73,3.0,A93,A101,4.0,A122,39.0,A143,A152,1.0,A173,1.0,A192,1.0
A13,12.0,A32,A42,301.0,A61,A73,3.0,A93,A101,2.0,A123,24.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,12.0,A34,A40,682.0,A61,A75,4.0,A93,A101,4.0,A123,52.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,9.0,A34,A46,936.0,A63,A75,4.0,A93,A101,2.0,A123,52.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,36.0,A32,A49,5743.0,A61,A74,2.0,A93,A101,2.0,A121,24.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A34,A40,797.0,A65,A73,4.0,A94,A101,3.0,A122,25.0,A141,A152,2.0,A172,1.0,A191,2.0
A14,36.0,A33,A41,7678.0,A65,A74,2.0,A93,A101,4.0,A123,40.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,48.0,A34,A42,6331.0,A61,A75,4.0,A93,A101,4.0,A122,28.0,A143,A152,2.0,A173,1.0,A192,2.0
A14,12.0,A32,A40,1418.0,A65,A75,3.0,A93,A101,4.0,A121,55.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,24.0,A32,A41,1377.0,A62,A73,4.0,A94,A101,2.0,A122,47.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,27.0,A32,A43,3416.0,A65,A75,3.0,A93,A101,4.0,A123,27.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,36.0,A32,A40,3249.0,A61,A73,2.0,A93,A101,4.0,A124,39.0,A141,A152,2.0,A173,2.0,A191,1.0
A12,9.0,A32,A43,2118.0,A61,A73,2.0,A92,A101,2.0,A121,27.0,A143,A152,1.0,A172,1.0,A191,1.0
A13,24.0,A32,A40,947.0,A65,A74,4.0,A93,A101,3.0,A124,38.0,A141,A153,3.0,A173,2.0,A191,2.0
A12,18.0,A30,A45,6204.0,A61,A73,1.0,A93,A101,4.0,A121,44.0,A143,A152,1.0,A172,2.0,A192,1.0
A13,30.0,A34,A43,3017.0,A61,A75,4.0,A93,A101,4.0,A124,47.0,A143,A153,1.0,A174,1.0,A192,1.0
A11,12.0,A32,A43,1282.0,A61,A73,3.0,A92,A101,4.0,A123,48.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,12.0,A32,A42,1123.0,A61,A73,4.0,A92,A101,1.0,A123,29.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,36.0,A32,A40,909.0,A63,A75,4.0,A93,A101,4.0,A122,36.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,6.0,A32,A43,590.0,A61,A72,3.0,A92,A101,3.0,A121,26.0,A143,A152,3.0,A173,1.0,A191,1.0
A14,12.0,A34,A42,2748.0,A61,A72,4.0,A92,A101,2.0,A123,57.0,A141,A152,3.0,A174,1.0,A192,1.0
A11,36.0,A32,A42,3446.0,A61,A75,4.0,A93,A101,2.0,A123,42.0,A143,A152,1.0,A173,2.0,A191,2.0
A11,24.0,A32,A40,1381.0,A65,A73,4.0,A92,A101,4.0,A122,35.0,A143,A151,1.0,A173,1.0,A191,2.0
A11,60.0,A33,A49,6836.0,A65,A75,3.0,A93,A101,4.0,A122,63.0,A143,A151,2.0,A173,2.0,A192,2.0
A14,12.0,A32,A40,1409.0,A61,A73,2.0,A92,A101,2.0,A121,64.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,15.0,A32,A42,2186.0,A65,A74,1.0,A91,A101,4.0,A121,33.0,A141,A151,1.0,A172,1.0,A191,1.0
A11,24.0,A32,A42,2359.0,A61,A71,3.0,A92,A101,1.0,A122,33.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,12.0,A32,A40,754.0,A65,A75,4.0,A93,A101,4.0,A122,20.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,15.0,A32,A41,2186.0,A65,A74,1.0,A92,A101,4.0,A123,33.0,A141,A151,1.0,A173,1.0,A192,1.0
A12,12.0,A32,A45,639.0,A61,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,21.0,A34,A42,2288.0,A61,A72,4.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A192,1.0
A13,21.0,A32,A49,2687.0,A61,A74,2.0,A93,A101,4.0,A122,26.0,A143,A151,1.0,A173,1.0,A192,1.0
A12,15.0,A34,A44,1264.0,A61,A73,3.0,A92,A101,2.0,A122,25.0,A143,A151,1.0,A173,1.0,A191,2.0
A14,12.0,A32,A43,1573.0,A62,A73,4.0,A92,A101,1.0,A121,44.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,15.0,A34,A45,2728.0,A65,A74,4.0,A93,A101,2.0,A121,35.0,A143,A152,2.0,A173,1.0,A192,1.0
A12,12.0,A32,A42,951.0,A62,A72,1.0,A92,A101,4.0,A123,27.0,A143,A151,4.0,A173,1.0,A191,2.0
A14,18.0,A32,A41,3229.0,A65,A71,1.0,A93,A101,4.0,A124,38.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,6.0,A32,A43,1740.0,A61,A75,2.0,A94,A101,2.0,A121,45.0,A143,A151,1.0,A173,1.0,A191,1.0
A12,15.0,A32,A49,2622.0,A62,A73,4.0,A93,A101,4.0,A122,34.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A34,A43,1680.0,A63,A75,4.0,A94,A101,2.0,A121,35.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,24.0,A32,A43,141415.0,A61,A73,4.0,A92,A101,4.0,A123,38.0,A143,A151,1.0,A173,1.0,A191,1.0
A14,15.0,A34,A42,3343.0,A61,A73,2.0,A93,A101,4.0,A122,28.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,48.0,A32,A43,10961.0,A64,A74,2.0,A93,A102,2.0,A124,27.0,A141,A152,2.0,A173,2.0,A192,2.0
A13,21.0,A30,A42,3165.0,A65,A73,2.0,A92,A101,2.0,A123,36.0,A141,A152,2.0,A173,1.0,A191,1.0
A14,15.0,A34,A40,1391.0,A65,A73,2.0,A94,A101,2.0,A121,35.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,48.0,A32,A42,8358.0,A63,A72,1.0,A92,A101,2.0,A123,30.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,12.0,A32,A43,1473.0,A61,A74,3.0,A92,A101,4.0,A121,39.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,12.0,A32,A40,1372.0,A61,A74,2.0,A91,A101,3.0,A122,36.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,18.0,A31,A43,1282.0,A62,A73,4.0,A92,A101,4.0,A123,48.0,A141,A151,1.0,A173,1.0,A191,2.0
A14,24.0,A32,A43,1413.0,A61,A73,4.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,30.0,A32,A43,2522.0,A61,A75,1.0,A93,A103,3.0,A122,39.0,A143,A152,1.0,A173,2.0,A191,1.0
A14,5.0,A32,A49,3448.0,A61,A74,1.0,A93,A101,4.0,A121,74.0,A143,A152,1.0,A172,1.0,A191,1.0
A12,18.0,A30,A42,2244.0,A61,A73,1.0,A92,A101,4.0,A123,33.0,A141,A152,2.0,A172,1.0,A192,1.0
A13,27.0,A32,A43,2327.0,A61,A72,2.0,A93,A101,2.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,9.0,A34,A40,362.0,A64,A73,1.0,A91,A101,4.0,A121,37.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A33,A43,1655.0,A61,A75,4.0,A93,A101,4.0,A121,63.0,A143,A152,2.0,A173,1.0,A192,1.0
A11,24.0,A32,A43,2149.0,A61,A72,4.0,A91,A101,1.0,A124,29.0,A143,A153,1.0,A173,1.0,A191,2.0
A14,24.0,A32,A42,2394.0,A63,A73,4.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,27.0,A34,A49,5117.0,A61,A74,3.0,A93,A101,4.0,A123,26.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,24.0,A34,A43,1316.0,A63,A73,4.0,A94,A101,2.0,A122,46.0,A143,A152,2.0,A172,1.0,A191,1.0
A14,24.0,A32,A40,1469.0,A62,A75,3.0,A94,A101,4.0,A121,41.0,A143,A151,1.0,A172,1.0,A191,1.0
A12,20.0,A34,A40,2235.0,A65,A73,4.0,A94,A101,2.0,A122,33.0,A141,A151,2.0,A173,1.0,A191,2.0
A11,18.0,A32,A40,2578.0,A61,A72,2.0,A92,A101,3.0,A121,34.0,A141,A152,1.0,A173,1.0,A191,2.0
A12,18.0,A34,A42,3612.0,A61,A72,1.0,A92,A101,4.0,A122,37.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,24.0,A34,A40,1216.0,A61,A72,4.0,A93,A101,4.0,A124,38.0,A141,A153,2.0,A172,2.0,A191,2.0
A12,12.0,A32,A40,1318.0,A64,A75,4.0,A93,A101,2.0,A121,54.0,A143,A152,1.0,A173,1.0,A192,1.0
A11,24.0,A34,A41,4351.0,A61,A74,1.0,A93,A101,4.0,A122,48.0,A143,A152,2.0,A172,1.0,A192,1.0
A11,12.0,A32,A42,2424.0,A61,A73,3.0,A93,A101,4.0,A121,53.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,24.0,A34,A42,2892.0,A63,A75,3.0,A93,A101,4.0,A123,51.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,9.0,A32,A40,6761.0,A61,A73,1.0,A93,A101,2.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,18.0,A32,A40,1344.0,A61,A74,4.0,A92,A101,4.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,24.0,A32,A40,1333.0,A61,A71,4.0,A92,A101,2.0,A121,43.0,A143,A152,1.0,A174,1.0,A192,2.0
A11,24.0,A32,A40,1216.0,A61,A72,4.0,A92,A101,4.0,A123,23.0,A143,A151,1.0,A173,1.0,A191,2.0
A12,36.0,A32,A43,4795.0,A61,A72,4.0,A92,A101,1.0,A124,30.0,A143,A152,1.0,A174,1.0,A192,1.0
A13,21.0,A32,A40,2923.0,A62,A73,1.0,A92,A101,4.0,A123,28.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,18.0,A34,A43,1169.0,A61,A73,4.0,A93,A101,3.0,A121,34.0,A143,A152,2.0,A173,2.0,A191,1.0
A14,36.0,A31,A41,7485.0,A61,A71,4.0,A95,A101,2.0,A122,37.0,A142,A152,1.0,A174,1.0,A192,2.0
A11,36.0,A32,A40,8335.0,A65,A75,3.0,A93,A101,4.0,A123,47.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,21.0,A32,A43,3357.0,A64,A72,4.0,A93,A101,2.0,A123,39.0,A141,A152,1.0,A173,1.0,A192,1.0
A14,12.0,A32,A43,707.0,A61,A73,4.0,A93,A101,2.0,A121,30.0,A141,A152,1.0,A173,1.0,A191,1.0
A14,24.0,A34,A41,2197.0,A65,A74,4.0,A93,A101,4.0,A123,43.0,A143,A152,2.0,A173,2.0,A192,1.0
A14,21.0,A33,A49,2580.0,A65,A72,4.0,A93,A101,2.0,A122,41.0,A143,A152,1.0,A172,1.0,A191,2.0
A11,24.0,A32,A42,2039.0,A61,A73,1.0,A91,A101,4.0,A121,22.0,A143,A151,1.0,A173,1.0,A191,2.0
A12,9.0,A32,A44,1136.0,A64,A75,4.0,A92,A101,3.0,A122,32.0,A143,A152,1.0,A173,1.0,A192,2.0
A11,12.0,A32,A40,1372.0,A61,A74,2.0,A91,A101,3.0,A123,36.0,A143,A152,1.0,A173,1.0,A191,2.0
A11,12.0,A32,A40,1342.0,A61,A74,2.0,A92,A101,4.0,A121,23.0,A141,A152,1.0,A172,1.0,A191,2.0
A14,9.0,A32,A42,1313.0,A61,A73,2.0,A94,A101,2.0,A123,20.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,24.0,A32,A40,915.0,A61,A75,4.0,A93,A101,2.0,A123,29.0,A141,A152,1.0,A173,1.0,A191,2.0
A12,20.0,A33,A41,7057.0,A65,A74,3.0,A93,A101,4.0,A122,36.0,A141,A151,3.0,A174,2.0,A192,1.0
A12,36.0,A32,A41,9398.0,A61,A72,1.0,A92,A101,4.0,A123,28.0,A143,A151,1.0,A174,1.0,A192,2.0
A12,27.0,A32,A49,3915.0,A61,A73,4.0,A93,A101,2.0,A123,36.0,A143,A152,2.0,A173,2.0,A192,2.0
A12,18.0,A30,A42,3114.0,A61,A72,1.0,A92,A101,4.0,A122,28.0,A143,A151,2.0,A172,1.0,A191,2.0
A12,48.0,A32,A49,15672.0,A61,A73,3.0,A93,A101,2.0,A123,23.0,A143,A152,1.0,A173,1.0,A192,2.0
A14,12.0,A34,A43,1655.0,A61,A75,2.0,A93,A101,4.0,A121,63.0,A143,A152,2.0,A172,1.0,A192,1.0
A12,24.0,A34,A43,1216.0,A62,A72,4.0,A92,A101,3.0,A123,38.0,A143,A152,2.0,A173,1.0,A191,2.0
A14,9.0,A32,A44,1236.0,A61,A72,1.0,A92,A101,4.0,A122,23.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,21.0,A33,A43,2580.0,A61,A73,4.0,A93,A101,2.0,A123,24.0,A143,A152,1.0,A172,2.0,A191,2.0
A12,27.0,A32,A43,2520.0,A61,A73,2.0,A93,A101,2.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,24.0,A32,A43,1413.0,A61,A72,3.0,A94,A101,1.0,A122,28.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,15.0,A34,A42,1245.0,A61,A72,3.0,A92,A101,1.0,A123,33.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,30.0,A32,A43,2991.0,A65,A75,2.0,A92,A101,4.0,A123,25.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,24.0,A34,A42,5084.0,A61,A75,1.0,A92,A101,4.0,A123,42.0,A143,A152,1.0,A172,1.0,A191,1.0
A13,12.0,A34,A40,939.0,A63,A74,4.0,A94,A101,3.0,A123,29.0,A143,A152,1.0,A173,1.0,A192,2.0
A12,24.0,A32,A410,2629.0,A61,A73,2.0,A93,A101,3.0,A123,29.0,A142,A152,1.0,A174,1.0,A192,1.0
A12,39.0,A33,A410,7582.0,A62,A71,2.0,A93,A101,3.0,A123,31.0,A143,A152,2.0,A174,1.0,A192,1.0
A12,12.0,A34,A40,2366.0,A62,A74,3.0,A91,A101,3.0,A121,36.0,A143,A152,1.0,A174,1.0,A192,1.0
A14,12.0,A32,A43,886.0,A65,A73,4.0,A93,A101,2.0,A123,21.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,12.0,A32,A42,951.0,A62,A72,2.0,A92,A101,4.0,A123,27.0,A141,A151,2.0,A173,1.0,A191,2.0
A11,24.0,A33,A40,1343.0,A61,A75,3.0,A93,A101,4.0,A121,43.0,A143,A152,2.0,A173,2.0,A191,2.0
A11,36.0,A34,A42,5371.0,A61,A73,2.0,A93,A103,2.0,A122,28.0,A143,A152,2.0,A173,1.0,A191,1.0
A14,24.0,A32,A45,2613.0,A61,A73,4.0,A93,A101,4.0,A123,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A12,18.0,A30,A42,3244.0,A61,A73,4.0,A92,A101,2.0,A123,33.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,24.0,A32,A40,3123.0,A61,A72,4.0,A92,A101,1.0,A122,27.0,A143,A152,1.0,A172,1.0,A191,2.0
A11,9.0,A34,A42,2132.0,A65,A72,2.0,A93,A102,3.0,A121,27.0,A143,A151,2.0,A173,1.0,A191,1.0
A12,45.0,A34,A43,4746.0,A61,A72,4.0,A92,A101,4.0,A123,25.0,A143,A152,2.0,A172,1.0,A192,2.0
A11,24.0,A31,A42,2483.0,A63,A73,4.0,A93,A101,4.0,A124,22.0,A141,A153,1.0,A173,1.0,A192,1.0
A11,36.0,A32,A40,9271.0,A65,A74,2.0,A93,A101,1.0,A123,24.0,A143,A152,1.0,A173,1.0,A192,2.0
A12,18.0,A32,A45,6204.0,A65,A73,2.0,A93,A101,4.0,A123,44.0,A143,A152,1.0,A172,2.0,A192,1.0
A11,12.0,A32,A46,750.0,A61,A72,4.0,A92,A101,1.0,A121,27.0,A143,A152,1.0,A173,1.0,A191,2.0
A14,9.0,A32,A42,2301.0,A61,A72,2.0,A92,A101,4.0,A122,22.0,A143,A151,1.0,A173,1.0,A191,1.0
A14,24.0,A32,A42,1474.0,A62,A72,4.0,A92,A101,4.0,A122,33.0,A141,A152,1.0,A174,1.0,A192,1.0
A12,12.0,A34,A40,958.0,A61,A74,2.0,A93,A101,3.0,A121,47.0,A143,A152,2.0,A172,2.0,A191,1.0
A12,9.0,A31,A41,6129.0,A61,A75,4.0,A93,A101,4.0,A124,74.0,A141,A153,1.0,A174,2.0,A192,2.0
A11,39.0,A32,A40,3249.0,A61,A74,2.0,A93,A101,4.0,A124,39.0,A141,A153,1.0,A174,2.0,A192,1.0
A14,10.0,A34,A40,1231.0,A61,A75,3.0,A93,A101,4.0,A121,32.0,A143,A152,2.0,A172,2.0,A191,1.0
A12,60.0,A33,A43,9157.0,A65,A73,4.0,A93,A101,2.0,A124,26.0,A143,A153,1.0,A174,1.0,A191,1.0
A12,15.0,A32,A40,2329.0,A63,A72,1.0,A92,A101,1.0,A122,45.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,36.0,A33,A43,4454.0,A61,A73,4.0,A93,A101,2.0,A121,34.0,A143,A152,1.0,A173,1.0,A191,1.0
A11,12.0,A32,A42,1659.0,A61,A73,4.0,A92,A101,3.0,A123,29.0,A143,A152,1.0,A172,1.0,A191,2.0
A11,15.0,A34,A42,471.0,A61,A71,4.0,A93,A101,4.0,A122,50.0,A143,A152,2.0,A174,1.0,A192,1.0
A11,24.0,A32,A43,1282.0,A62,A73,4.0,A92,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A191,2.0
A12,18.0,A34,A49,3590.0,A61,A71,3.0,A94,A101,3.0,A123,40.0,A143,A152,3.0,A171,2.0,A192,1.0
A11,24.0,A32,A41,6758.0,A65,A75,2.0,A92,A101,4.0,A124,31.0,A143,A151,1.0,A173,1.0,A191,2.0
A11,36.0,A32,A42,3446.0,A61,A75,4.0,A93,A101,2.0,A123,42.0,A143,A152,1.0,A173,2.0,A191,2.0
A12,42.0,A31,A41,9283.0,A61,A71,1.0,A93,A101,2.0,A124,55.0,A141,A153,1.0,A174,1.0,A192,1.0
A14,4.0,A34,A40,1455.0,A61,A74,2.0,A93,A101,2.0,A121,42.0,A143,A152,2.0,A172,1.0,A191,1.0
A14,10.0,A32,A40,1364.0,A62,A73,2.0,A92,A101,4.0,A123,64.0,A143,A152,1.0,A173,1.0,A192,1.0
A12,48.0,A33,A410,7582.0,A62,A71,2.0,A93,A101,4.0,A124,31.0,A143,A153,1.0,A174,1.0,A192,1.0
A11,30.0,A34,A41,6187.0,A62,A75,4.0,A94,A101,4.0,A123,24.0,A143,A151,2.0,A173,1.0,A191,1.0
A13,20.0,A34,A41,2145.0,A61,A73,2.0,A93,A101,2.0,A124,36.0,A143,A153,2.0,A173,1.0,A192,1.0
A13,24.0,A32,A43,1337.0,A61,A72,4.0,A93,A101,1.0,A123,34.0,A143,A152,1.0,A173,1.0,A192,2.0
A12,30.0,A34,A43,5234.0,A62,A71,4.0,A94,A101,2.0,A122,28.0,A143,A152,2.0,A174,1.0,A191,2.0
A12,12.0,A34,A40,2366.0,A63,A75,3.0,A93,A101,4.0,A123,36.0,A143,A152,1.0,A174,1.0,A192,1.0
A11,12.0,A34,A41,1409.0,A61,A75,3.0,A93,A101,4.0,A124,54.0,A143,A153,2.0,A173,1.0,A191,1.0
A11,12.0,A32,A43,708.0,A61,A73,3.0,A92,A101,2.0,A122,27.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,6.0,A32,A43,1068.0,A61,A73,3.0,A94,A101,2.0,A121,28.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,12.0,A34,A42,1592.0,A64,A74,3.0,A92,A101,3.0,A122,35.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A32,A49,1568.0,A61,A73,3.0,A92,A101,3.0,A123,34.0,A143,A151,1.0,A173,1.0,A191,1.0
A14,6.0,A34,A43,1236.0,A65,A75,2.0,A93,A101,4.0,A122,50.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,24.0,A34,A42,4746.0,A61,A72,4.0,A93,A101,2.0,A122,25.0,A141,A152,2.0,A172,1.0,A191,2.0
A12,15.0,A34,A49,2326.0,A63,A73,2.0,A93,A101,4.0,A123,27.0,A141,A152,1.0,A173,1.0,A191,1.0
A12,36.0,A32,A40,12389.0,A65,A73,1.0,A93,A101,4.0,A124,37.0,A143,A153,1.0,A173,1.0,A192,2.0
A14,18.0,A34,A40,6614.0,A61,A75,4.0,A93,A101,4.0,A123,34.0,A143,A152,2.0,A174,1.0,A192,1.0
A11,21.0,A32,A43,3357.0,A61,A73,3.0,A92,A101,2.0,A122,31.0,A141,A152,1.0,A173,1.0,A191,1.0
A12,18.0,A33,A40,2899.0,A65,A75,3.0,A93,A101,4.0,A123,43.0,A143,A152,1.0,A173,2.0,A191,1.0
A14,9.0,A32,A46,3832.0,A65,A75,1.0,A93,A101,3.0,A121,64.0,A143,A152,1.0,A172,1.0,A191,1.0
A14,36.0,A34,A49,6304.0,A65,A75,2.0,A93,A101,4.0,A121,36.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A34,A42,1258.0,A61,A72,4.0,A92,A101,2.0,A122,22.0,A143,A151,2.0,A173,1.0,A191,1.0
A14,12.0,A32,A40,2027.0,A65,A73,4.0,A93,A101,2.0,A123,30.0,A143,A152,1.0,A173,1.0,A191,1.0
A14,18.0,A34,A43,1169.0,A65,A73,4.0,A93,A101,3.0,A121,37.0,A143,A152,2.0,A173,1.0,A192,1.0
A13,42.0,A34,A41,4796.0,A61,A75,4.0,A93,A101,4.0,A124,56.0,A143,A153,1.0,A173,1.0,A192,1.0
A14,42.0,A34,A43,4042.0,A63,A73,4.0,A93,A101,4.0,A122,36.0,A143,A152,2.0,A173,1.0,A192,1.0
A14,12.0,A32,A42,2978.0,A63,A73,4.0,A93,A101,2.0,A123,32.0,A143,A152,1.0,A173,1.0,A192,1.0
A14,18.0,A32,A40,1820.0,A61,A73,2.0,A94,A101,1.0,A122,30.0,A143,A152,2.0,A173,1.0,A191,1.0
A11,33.0,A34,A42,4281.0,A63,A73,2.0,A93,A101,2.0,A123,23.0,A143,A152,2.0,A173,1.0,A191,2.0
