A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15
1.0,25.17,1.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,188.0,1.0,1.0
1.0,28.17,2.04,1.0,3.0,5.0,0.835,0.0,0.0,0.0,1.0,2.0,160.0,2.0,0.0
1.0,20.67,2.835,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,140.0,1.0,0.0
0.0,18.83,9.0,2.0,8.0,4.0,0.0,1.0,1.0,2.0,0.0,2.0,184.0,501.0,1.0
0.0,27.58,0.585,2.0,1.0,1.0,0.125,0.0,0.0,0.0,0.0,2.0,80.0,88.0,0.0
1.0,34.0,4.0,2.0,11.0,4.0,3.5,1.0,0.0,0.0,1.0,2.0,280.0,1.0,1.0
1.0,34.75,25.125,2.0,8.0,4.0,1.625,1.0,1.0,6.0,1.0,2.0,0.0,110.0,1.0
0.0,29.58,0.25,1.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,224.0,1.0,0.0
1.0,16.0,0.165,2.0,8.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,35.08,3.75,2.0,8.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,256.0,1.0,0.0
1.0,23.08,11.5,1.0,3.0,4.0,5.5,1.0,1.0,9.0,1.0,2.0,56.0,743.0,1.0
1.0,22.17,0.585,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0
1.0,18.25,10.75,1.0,3.0,4.0,0.5,0.0,0.0,0.0,0.0,1.0,200.0,1.0,0.0
1.0,40.58,0.0,1.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,130.0,1.0,0.0
0.0,58.58,2.71,2.0,11.0,8.0,2.585,1.0,1.0,7.0,0.0,2.0,50.0,1.0,1.0
0.0,20.42,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0,0.0
1.0,22.25,0.0,2.0,8.0,4.0,0.25,0.0,0.0,0.0,0.0,1.0,300.0,1.0,0.0
0.0,24.5,12.75,2.0,8.0,5.0,4.75,1.0,1.0,2.0,0.0,2.0,73.0,445.0,1.0
1.0,23.92,0.875,2.0,2.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,144.0,5.0,0.0
1.0,34.67,1.335,1.0,3.0,8.0,0.165,0.0,0.0,0.0,1.0,2.0,160.0,1.0,0.0
0.0,27.67,0.29,2.0,11.0,4.0,15.0,1.0,1.0,11.0,1.0,2.0,167.0,501.0,1.0
0.0,41.0,0.04,2.0,11.0,4.0,0.04,1.0,0.0,0.0,1.0,2.0,145.0,1.0,1.0
1.0,16.5,0.25,2.0,11.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,200.0,1.0,0.0
0.0,29.83,4.0,1.0,13.0,4.0,1.5,0.0,0.0,0.0,1.0,2.0,256.0,1.0,0.0
1.0,25.57,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
0.0,17.92,0.75,2.0,8.0,4.0,0.5,1.0,1.0,10.0,1.0,2.0,80.0,6.0,1.0
0.0,25.0,2.375,2.0,14.0,8.0,2.375,1.0,1.0,8.0,1.0,2.0,0.0,1271.0,1.0
1.0,31.57,4.0,2.0,2.0,4.0,7.5,1.0,1.0,6.0,1.0,2.0,250.0,1.0,1.0
0.0,20.92,9.0,2.0,6.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,160.0,1001.0,0.0
1.0,27.08,2.54,2.0,2.0,8.0,0.0,0.0,0.0,0.0,1.0,2.0,176.0,1001.0,0.0
1.0,21.58,10.0,2.0,2.0,4.0,0.75,1.0,1.0,2.0,1.0,2.0,80.0,1.0,1.0
0.0,21.92,0.54,1.0,13.0,8.0,0.04,1.0,1.0,1.0,0.0,2.0,100.0,60.0,1.0
1.0,28.75,5.125,2.0,14.0,4.0,2.46,1.0,1.0,5.0,1.0,2.0,76.0,1.0,1.0
0.0,33.08,1.625,1.0,14.0,8.0,1.5,1.0,1.0,2.0,1.0,2.0,0.0,1.0,1.0
1.0,23.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0,1.0
1.0,58.67,2.71,2.0,25.0,9.0,0.165,0.0,0.0,0.0,1.0,2.0,400.0,1.0,0.0
1.0,22.33,9.5,2.0,9.0,4.0,1.415,1.0,0.0,0.0,1.0,2.0,422.0,201.0,1.0
0.0,18.58,0.54,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,340.0,2.0,0.0
1.0,27.25,12.5,2.0,9.0,5.0,0.125,1.0,0.0,0.0,1.0,2.0,720.0,1.0,1.0
1.0,30.83,10.0,2.0,10.0,4.0,1.25,1.0,0.0,0.0,0.0,2.0,40.0,838.0,1.0
1.0,26.17,2.0,2.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,2.0,100.0,1059.0,0.0
0.0,21.33,10.0,2.0,6.0,4.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0
0.0,24.92,1.165,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,80.0,1.0,0.0
1.0,33.75,0.875,2.0,14.0,4.0,0.96,1.0,1.0,4.0,1.0,2.0,520.0,2001.0,1.0
0.0,18.58,0.415,2.0,1.0,1.0,0.29,0.0,0.0,0.0,0.0,1.0,200.0,1.0,0.0
1.0,19.17,0.0,1.0,13.0,4.0,0.0,1.0,1.0,5.0,1.0,2.0,88.0,1.0,1.0
1.0,20.67,10.0,2.0,11.0,4.0,0.835,1.0,0.0,0.0,0.0,2.0,340.0,1.0,1.0
1.0,26.92,1.25,2.0,7.0,4.0,0.125,1.0,0.0,0.0,1.0,2.0,0.0,4001.0,0.0
1.0,25.67,2.71,2.0,8.0,4.0,1.5,1.0,1.0,10.0,1.0,2.0,140.0,1.0,1.0
0.0,17.17,1.335,2.0,2.0,4.0,0.415,0.0,0.0,0.0,1.0,2.0,80.0,51.0,0.0
1.0,23.42,0.585,2.0,8.0,4.0,0.085,0.0,0.0,0.0,1.0,2.0,120.0,2.0,0.0
1.0,36.75,6.5,2.0,11.0,8.0,1.46,1.0,1.0,7.0,0.0,2.0,0.0,2301.0,1.0
1.0,59.5,2.75,2.0,9.0,4.0,2.75,1.0,1.0,5.0,1.0,2.0,60.0,59.0,1.0
1.0,21.92,0.875,1.0,6.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
1.0,32.25,3.75,1.0,3.0,4.0,0.0,0.0,1.0,1.0,0.0,2.0,120.0,20.0,0.0
1.0,31.08,0.085,2.0,6.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,300.0,1.0,0.0
0.0,33.08,1.625,1.0,3.0,8.0,0.54,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0
1.0,51.42,0.04,1.0,14.0,8.0,0.04,1.0,1.0,1.0,0.0,2.0,0.0,3001.0,1.0
1.0,41.0,0.04,2.0,14.0,4.0,0.04,1.0,0.0,0.0,1.0,2.0,560.0,1.0,1.0
1.0,43.08,2.25,1.0,3.0,4.0,2.75,1.0,0.0,0.0,1.0,2.0,320.0,1.0,0.0
0.0,19.58,0.665,2.0,11.0,4.0,1.665,1.0,0.0,0.0,0.0,2.0,220.0,7.0,1.0
0.0,27.83,0.0,2.0,8.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,184.0,1.0,1.0
1.0,14.585,0.0,2.0,10.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,240.0,1.0,0.0
1.0,32.25,1.0,2.0,13.0,4.0,0.5,0.0,0.0,0.0,1.0,1.0,272.0,1.0,0.0
1.0,34.67,1.5,2.0,9.0,4.0,0.25,0.0,0.0,0.0,1.0,1.0,240.0,1.0,0.0
1.0,42.0,2.5,2.0,3.0,1.0,5.75,1.0,0.0,0.0,1.0,1.0,400.0,1.0,1.0
1.0,26.75,1.5,2.0,7.0,4.0,1.415,1.0,0.0,0.0,1.0,2.0,200.0,1.0,1.0
1.0,44.42,13.0,1.0,9.0,4.0,9.75,1.0,0.0,0.0,1.0,2.0,60.0,401.0,1.0
1.0,26.08,2.5,2.0,7.0,4.0,2.5,1.0,1.0,9.0,0.0,2.0,200.0,1271.0,1.0
1.0,39.25,15.0,2.0,14.0,8.0,5.125,1.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0
1.0,21.5,0.75,1.0,8.0,8.0,0.25,0.0,0.0,0.0,0.0,2.0,280.0,205.0,0.0
1.0,35.75,2.75,2.0,13.0,4.0,0.5,0.0,0.0,0.0,1.0,1.0,928.0,1.0,0.0
1.0,36.5,1.25,1.0,8.0,5.0,0.25,0.0,0.0,0.0,1.0,2.0,164.0,401.0,0.0
1.0,56.08,2.0,2.0,8.0,4.0,1.5,1.0,1.0,2.0,1.0,2.0,0.0,16.0,1.0
1.0,25.08,2.0,2.0,8.0,4.0,2.75,1.0,1.0,5.0,1.0,2.0,188.0,1.0,1.0
0.0,25.75,0.79,2.0,8.0,4.0,1.5,1.0,0.0,0.0,1.0,2.0,96.0,1.0,1.0
1.0,56.58,10.0,1.0,3.0,5.0,4.0,1.0,0.0,0.0,0.0,2.0,56.0,1333.0,1.0
1.0,34.83,1.25,2.0,9.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,163.0,1.0,0.0
1.0,22.83,7.25,2.0,3.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.0,27.42,10.21,2.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,51.0,0.0
1.0,22.17,7.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0
0.0,26.67,2.54,2.0,6.0,4.0,0.25,1.0,1.0,7.0,0.0,2.0,200.0,1.0,1.0
0.0,22.58,0.83,2.0,3.0,4.0,0.415,0.0,0.0,0.0,0.0,2.0,144.0,1.0,0.0
1.0,25.0,14.5,2.0,1.0,1.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
0.0,20.0,0.75,2.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,200.0,1.0,0.0
1.0,19.67,10.0,1.0,14.0,8.0,0.835,1.0,0.0,0.0,0.0,2.0,80.0,1.0,1.0
0.0,20.33,1.665,2.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,7.0,1.0
0.0,38.25,5.0,2.0,8.0,4.0,4.0,1.0,1.0,14.0,0.0,2.0,0.0,6591.0,1.0
1.0,48.17,7.625,2.0,9.0,8.0,15.5,1.0,1.0,12.0,0.0,2.0,0.0,791.0,1.0
1.0,56.75,22.25,2.0,8.0,8.0,12.5,1.0,1.0,12.0,1.0,2.0,0.0,1211.0,1.0
0.0,16.5,0.125,2.0,8.0,4.0,0.165,0.0,0.0,0.0,0.0,2.0,132.0,1.0,0.0
1.0,23.17,0.0,2.0,8.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,29.25,1.25,1.0,4.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,240.0,1.0,0.0
1.0,39.42,3.25,2.0,9.0,4.0,4.5,1.0,1.0,7.0,0.0,2.0,100.0,611.0,1.0
1.0,33.17,6.5,2.0,13.0,8.0,4.25,1.0,1.0,12.0,1.0,2.0,0.0,1.0,1.0
1.0,23.33,0.83,2.0,11.0,4.0,0.415,1.0,1.0,1.0,0.0,2.0,92.0,101.0,1.0
0.0,23.0,0.5,2.0,9.0,4.0,0.25,1.0,0.0,0.0,1.0,1.0,280.0,1.0,0.0
1.0,31.57,1.0,2.0,2.0,4.0,0.835,1.0,0.0,0.0,0.0,1.0,300.0,1.0,1.0
1.0,23.0,0.75,2.0,7.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,160.0,1.0,0.0
1.0,24.58,12.625,2.0,6.0,4.0,0.835,1.0,0.0,0.0,0.0,2.0,120.0,1.0,1.0
1.0,37.75,0.75,2.0,11.0,4.0,0.75,1.0,1.0,2.0,0.0,2.0,228.0,6.0,1.0
0.0,16.33,14.0,2.0,9.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,120.0,1.0,0.0
1.0,35.17,1.5,2.0,14.0,8.0,1.75,1.0,1.0,11.0,0.0,2.0,80.0,2029.0,1.0
1.0,35.0,2.5,2.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,210.0,1.0,0.0
1.0,21.08,4.125,1.0,4.0,8.0,0.04,0.0,0.0,0.0,0.0,2.0,140.0,101.0,0.0
1.0,27.67,0.75,2.0,9.0,4.0,0.375,0.0,1.0,1.0,1.0,2.0,272.0,10.0,1.0
1.0,34.42,2.5,2.0,9.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,202.0,1.0,0.0
1.0,29.17,1.085,2.0,4.0,4.0,0.0,0.0,1.0,2.0,0.0,2.0,240.0,2029.0,0.0
1.0,22.5,9.75,2.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,280.0,1.0,0.0
1.0,23.92,0.875,2.0,8.0,4.0,0.17,0.0,0.0,0.0,0.0,2.0,120.0,1.0,0.0
0.0,39.0,0.04,2.0,8.0,4.0,0.04,1.0,0.0,0.0,1.0,2.0,0.0,6.0,1.0
1.0,42.25,1.04,2.0,10.0,8.0,6.5,1.0,0.0,0.0,1.0,2.0,440.0,31286.0,1.0
1.0,39.92,5.0,2.0,3.0,5.0,0.21,0.0,0.0,0.0,0.0,2.0,480.0,1.0,0.0
1.0,22.75,1.5,1.0,8.0,4.0,1.5,1.0,0.0,0.0,0.0,2.0,0.0,226.0,1.0
1.0,19.17,0.165,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,180.0,2.0,0.0
0.0,50.25,2.75,2.0,8.0,4.0,0.5,1.0,1.0,11.0,0.0,2.0,145.0,541.0,1.0
1.0,34.67,1.085,2.0,3.0,5.0,1.165,0.0,0.0,0.0,1.0,2.0,440.0,1.0,0.0
1.0,19.33,9.5,1.0,9.0,8.0,1.5,1.0,0.0,0.0,1.0,2.0,40.0,401.0,1.0
1.0,27.33,12.665,2.0,6.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,0.0,502.0,0.0
0.0,54.83,1.75,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,200.0,1.0,1.0
1.0,24.75,1.25,2.0,7.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0
1.0,21.75,11.125,2.0,14.0,8.0,0.04,1.0,0.0,0.0,0.0,2.0,80.0,1.0,1.0
0.0,41.58,1.665,2.0,6.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,240.0,238.0,0.0
1.0,23.58,1.79,2.0,8.0,4.0,0.54,0.0,0.0,0.0,1.0,2.0,200.0,2.0,0.0
1.0,20.0,0.0,2.0,8.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,340.0,1.0,0.0
0.0,20.42,1.0,2.0,8.0,4.0,0.835,1.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0
1.0,23.75,11.5,2.0,8.0,4.0,0.415,0.0,0.0,0.0,1.0,2.0,280.0,1.0,0.0
1.0,34.0,1.75,2.0,9.0,4.0,0.25,1.0,0.0,0.0,0.0,2.0,204.0,1.0,1.0
1.0,21.17,0.0,2.0,8.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1.0,33.58,1.25,1.0,4.0,8.0,2.5,0.0,0.0,0.0,0.0,2.0,180.0,1.0,0.0
1.0,37.42,2.04,2.0,9.0,4.0,0.04,1.0,0.0,0.0,1.0,2.0,400.0,5801.0,1.0
0.0,24.5,1.75,1.0,8.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
1.0,31.57,0.835,1.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,300.0,1.0,1.0
1.0,28.67,1.335,1.0,3.0,8.0,0.335,1.0,0.0,0.0,1.0,1.0,144.0,1.0,0.0
0.0,25.75,0.375,2.0,13.0,8.0,0.875,1.0,0.0,0.0,0.0,2.0,360.0,1.0,1.0
0.0,25.17,6.0,2.0,6.0,4.0,1.5,1.0,1.0,3.0,0.0,1.0,0.0,1.0,1.0
0.0,58.67,2.71,2.0,11.0,4.0,2.415,1.0,1.0,1.0,1.0,2.0,400.0,1.0,1.0
1.0,21.67,3.0,1.0,14.0,4.0,1.375,1.0,1.0,3.0,1.0,2.0,0.0,3.0,1.0
1.0,20.17,1.96,2.0,9.0,4.0,1.96,1.0,1.0,16.0,0.0,2.0,49.0,711.0,1.0
0.0,18.58,10.29,2.0,1.0,1.0,0.415,0.0,0.0,0.0,0.0,2.0,80.0,1.0,0.0
0.0,28.17,1.585,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1.0,28.58,14.5,2.0,9.0,4.0,1.75,1.0,1.0,3.0,1.0,2.0,80.0,13.0,1.0
1.0,21.17,0.0,1.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.0,29.75,0.665,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,300.0,1.0,0.0
1.0,51.33,20.0,1.0,3.0,8.0,13.5,1.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0
1.0,31.92,2.04,1.0,14.0,8.0,0.04,1.0,1.0,1.0,0.0,2.0,311.0,301.0,1.0
1.0,27.33,1.665,2.0,9.0,4.0,0.415,0.0,0.0,0.0,1.0,2.0,100.0,2.0,0.0
0.0,16.92,0.165,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,28.0,0.0
1.0,49.58,19.0,2.0,1.0,1.0,0.085,0.0,0.0,0.0,0.0,2.0,94.0,1.0,0.0
0.0,23.42,1.0,2.0,6.0,4.0,0.835,1.0,0.0,0.0,0.0,1.0,180.0,1.0,0.0
1.0,24.25,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,100.0,1.0,0.0
0.0,31.25,1.125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
1.0,22.17,0.585,2.0,3.0,4.0,0.04,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.0,22.33,4.665,2.0,11.0,4.0,1.415,1.0,0.0,0.0,1.0,2.0,120.0,1.0,1.0
0.0,20.67,3.5,2.0,11.0,4.0,0.835,1.0,0.0,0.0,0.0,2.0,340.0,1.0,1.0
1.0,41.58,0.83,2.0,13.0,4.0,2.335,1.0,0.0,0.0,0.0,1.0,560.0,1.0,1.0
0.0,22.83,0.585,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,100.0,1.0,1.0
1.0,26.17,2.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1.0,23.08,0.75,2.0,8.0,4.0,0.5,1.0,0.0,0.0,0.0,1.0,140.0,6.0,1.0
1.0,21.25,1.25,2.0,2.0,4.0,0.085,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0
1.0,22.92,11.585,1.0,13.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,80.0,1350.0,0.0
1.0,36.75,3.0,2.0,3.0,5.0,0.165,0.0,0.0,0.0,1.0,2.0,221.0,1.0,0.0
0.0,18.83,3.335,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,120.0,1.0,1.0
1.0,23.0,1.75,1.0,8.0,4.0,0.25,1.0,0.0,0.0,1.0,2.0,280.0,1.0,1.0
1.0,24.58,1.25,2.0,9.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,120.0,1.0,0.0
1.0,22.42,10.915,2.0,3.0,4.0,1.585,0.0,0.0,0.0,1.0,2.0,300.0,11.0,0.0
1.0,32.42,3.0,2.0,8.0,4.0,0.165,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
0.0,18.08,9.54,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1001.0,0.0
0.0,29.83,14.0,2.0,6.0,4.0,5.0,1.0,1.0,2.0,0.0,2.0,260.0,1.0,1.0
0.0,19.17,0.585,2.0,11.0,4.0,1.5,1.0,1.0,3.0,0.0,2.0,80.0,1.0,1.0
1.0,31.08,0.04,2.0,6.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
1.0,39.17,0.5,2.0,4.0,4.0,0.5,1.0,1.0,3.0,1.0,2.0,480.0,1.0,0.0
1.0,22.25,0.21,1.0,8.0,4.0,0.125,0.0,0.0,0.0,0.0,1.0,160.0,1.0,0.0
1.0,49.5,7.585,2.0,3.0,5.0,7.585,1.0,1.0,15.0,0.0,2.0,0.0,5001.0,1.0
0.0,27.67,2.54,2.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,2.0,380.0,61.0,0.0
1.0,24.33,0.75,2.0,11.0,8.0,1.5,1.0,0.0,0.0,0.0,2.0,120.0,810.0,1.0
1.0,19.17,5.0,2.0,11.0,4.0,8.5,1.0,1.0,7.0,0.0,2.0,0.0,368.0,1.0
1.0,27.0,1.5,2.0,11.0,8.0,0.375,1.0,1.0,8.0,0.0,2.0,0.0,1066.0,1.0
0.0,29.67,2.0,2.0,8.0,4.0,0.21,0.0,0.0,0.0,0.0,2.0,256.0,1.0,0.0
0.0,26.58,1.665,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,340.0,2.0,0.0
1.0,62.5,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,13.0,0.0
0.0,27.33,1.665,2.0,6.0,5.0,0.25,0.0,0.0,0.0,1.0,2.0,720.0,1.0,0.0
1.0,23.25,12.625,2.0,8.0,4.0,0.125,0.0,1.0,2.0,0.0,2.0,0.0,5553.0,0.0
1.0,39.17,7.5,2.0,11.0,4.0,1.665,1.0,1.0,5.0,0.0,2.0,399.0,51101.0,1.0
1.0,32.42,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,100.0,1.0,0.0
0.0,28.17,0.585,2.0,6.0,4.0,0.125,0.0,0.0,0.0,1.0,2.0,100.0,1.0,0.0
1.0,56.58,12.0,2.0,4.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0
0.0,18.08,6.75,1.0,8.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,140.0,1.0,0.0
1.0,51.33,10.0,2.0,3.0,10.0,0.0,1.0,1.0,11.0,0.0,2.0,0.0,1250.0,1.0
1.0,39.83,6.0,2.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,240.0,1.0,0.0
1.0,57.17,0.125,2.0,4.0,4.0,1.0,0.0,1.0,3.0,0.0,2.0,252.0,26.0,0.0
1.0,37.42,2.04,2.0,7.0,4.0,0.04,1.0,0.0,0.0,0.0,2.0,400.0,5801.0,1.0
0.0,23.0,1.25,2.0,8.0,4.0,0.125,0.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
1.0,34.17,3.335,2.0,14.0,8.0,4.335,1.0,1.0,8.0,1.0,2.0,0.0,3291.0,1.0
1.0,23.33,1.5,2.0,8.0,8.0,1.5,1.0,0.0,0.0,0.0,2.0,422.0,201.0,1.0
1.0,22.5,1.75,2.0,4.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,280.0,810.0,0.0
0.0,49.17,0.165,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,49.0,28.0,0.0
1.0,20.67,0.835,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,164.0,2.0,0.0
0.0,16.0,0.125,2.0,8.0,4.0,0.0,1.0,1.0,11.0,1.0,2.0,240.0,6.0,1.0
1.0,34.83,1.5,2.0,9.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,120.0,1.0,0.0
1.0,34.83,1.5,2.0,9.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,160.0,1.0,0.0
0.0,29.92,2.04,1.0,14.0,8.0,0.04,0.0,0.0,0.0,0.0,2.0,256.0,2.0,0.0
0.0,19.58,0.665,2.0,2.0,8.0,5.0,1.0,1.0,6.0,0.0,2.0,80.0,1.0,1.0
1.0,26.83,2.54,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,180.0,2.0,0.0
0.0,17.08,3.085,2.0,9.0,8.0,1.75,1.0,1.0,9.0,0.0,2.0,140.0,743.0,1.0
1.0,34.0,1.75,1.0,8.0,5.0,0.04,1.0,0.0,0.0,1.0,2.0,393.0,1.0,1.0
1.0,31.17,11.5,2.0,13.0,5.0,1.5,1.0,0.0,0.0,1.0,2.0,520.0,5001.0,1.0
0.0,22.67,0.165,2.0,11.0,7.0,2.25,1.0,0.0,0.0,0.0,2.0,100.0,1.0,1.0
0.0,31.57,5.0,2.0,1.0,4.0,8.5,1.0,0.0,0.0,1.0,2.0,181.0,1.0,1.0
1.0,31.67,3.0,2.0,3.0,4.0,1.375,1.0,1.0,8.0,1.0,2.0,200.0,2.0,1.0
1.0,30.42,1.04,2.0,8.0,4.0,0.5,1.0,0.0,0.0,0.0,2.0,180.0,180.0,1.0
0.0,57.83,8.5,2.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,2.0,0.0,17.0,1.0
1.0,41.17,1.25,2.0,9.0,4.0,0.25,0.0,0.0,0.0,0.0,2.0,0.0,196.0,0.0
1.0,32.17,6.5,2.0,11.0,8.0,5.5,1.0,1.0,12.0,1.0,2.0,408.0,1001.0,1.0
1.0,19.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,45.0,1.0,1.0
1.0,20.5,10.5,2.0,11.0,4.0,1.335,1.0,0.0,0.0,0.0,1.0,100.0,1.0,1.0
0.0,25.17,1.0,2.0,8.0,4.0,0.835,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1.0,31.0,1.5,2.0,10.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,520.0,4001.0,0.0
0.0,48.25,2.25,2.0,3.0,5.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,121.0,0.0
1.0,23.0,1.0,2.0,5.0,3.0,0.5,0.0,0.0,0.0,0.0,1.0,280.0,1.0,0.0
0.0,19.92,0.875,2.0,11.0,4.0,0.96,1.0,1.0,5.0,1.0,2.0,160.0,6.0,1.0
0.0,19.17,11.5,1.0,20.0,4.0,0.0,1.0,1.0,11.0,0.0,2.0,88.0,1.0,1.0
1.0,22.67,0.75,2.0,3.0,4.0,0.5,1.0,0.0,0.0,0.0,2.0,160.0,1.0,0.0
0.0,63.33,0.54,2.0,8.0,8.0,0.585,1.0,1.0,3.0,1.0,2.0,180.0,1.0,1.0
0.0,18.17,2.5,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,160.0,588.0,0.0
1.0,23.42,0.165,2.0,8.0,4.0,0.085,0.0,0.0,0.0,0.0,1.0,300.0,1.0,0.0
0.0,27.25,1.665,2.0,2.0,4.0,0.25,0.0,0.0,0.0,1.0,2.0,340.0,1.0,0.0
0.0,18.92,10.21,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,200.0,51.0,0.0
1.0,40.58,0.0,2.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,184.0,1.0,0.0
0.0,38.25,0.0,2.0,5.0,1.0,0.5,1.0,0.0,0.0,0.0,2.0,100.0,1.0,1.0
1.0,16.25,4.125,1.0,2.0,4.0,0.085,0.0,0.0,0.0,1.0,2.0,120.0,5.0,0.0
0.0,40.58,1.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,130.0,1.0,0.0
